ID,"LICENSE ID","ACCOUNT NUMBER","SITE NUMBER","LEGAL NAME","DOING BUSINESS AS NAME",ADDRESS,CITY,STATE,"ZIP CODE",WARD,PRECINCT,"WARD PRECINCT","POLICE DISTRICT","LICENSE CODE","LICENSE DESCRIPTION","BUSINESS ACTIVITY ID","BUSINESS ACTIVITY","LICENSE NUMBER","APPLICATION TYPE","APPLICATION CREATED DATE","APPLICATION REQUIREMENTS COMPLETE","PAYMENT DATE","CONDITIONAL APPROVAL","LICENSE TERM START DATE","LICENSE TERM EXPIRATION DATE","LICENSE APPROVED FOR ISSUANCE","DATE ISSUED","LICENSE STATUS","LICENSE STATUS CHANGE DATE",SSA,LATITUDE,LONGITUDE,LOCATION,DI_CreateDate,DI_WorkflowFileName,APPLICATION_CREATED_DATE_CONVERTED,PAYMENT_DATE_CONVERTED,"LICENSE_TERM_START DATE_CONVERTED","LICENSE TERM EXPIRATION DATE CONVERTED","DATE ISSUED CONVERTED","LICENSE STATUS CHANGE DATE CONVERTED"
2690340-20210916,2802339,462712,1,"ELVIRA TECALERO DEGANTE","ELVIRA TECALERO DEGANTE","4204 W ARMITAGE AVE  2F",CHICAGO,IL,60639,35,12,35-12,25,4406,"Peddler License",769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2690340,RENEW,NULL,07/15/2021,05/11/2022,N,09/16/2021,09/15/2023,NULL,05/11/2022,AAI,NULL,NULL,41.917208805,-87.731694374,"(41.91720880470793, -87.7316943738535)","2022-10-06 12:53:44",test,NULL,"2022-05-11 00:00:00","2021-09-16 00:00:00","2023-09-15 00:00:00","2022-05-11 00:00:00",NULL
1245064-20160316,2443766,23154,3,"UNITED CONTRACTING INC","UNITED CONTRACTING","10996  FOUR SEASONS PL  100C","CROWN POINT",IN,46307,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1245064,RENEW,NULL,01/15/2016,03/14/2016,N,03/16/2016,03/15/2018,03/14/2016,03/29/2016,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2016-03-14 00:00:00","2016-03-16 00:00:00","2018-03-15 00:00:00","2016-03-29 00:00:00",NULL
1469981-20200816,2734095,51705,3,"R J MIMS & W E MIMS","HAIR DESIGN BY ROBERT & CO.","2101 S PULASKI RD",CHICAGO,IL,60623,24,40,24-40,10,1010,"Limited Business License",894,"Hair Services",1469981,RENEW,NULL,06/15/2020,05/10/2022,N,08/16/2020,08/15/2022,05/10/2022,05/11/2022,AAI,NULL,NULL,41.853373164,-87.724653461,"(41.85337316383233, -87.72465346125382)","2022-10-06 12:53:44",test,NULL,"2022-05-10 00:00:00","2020-08-16 00:00:00","2022-08-15 00:00:00","2022-05-11 00:00:00",NULL
1944-20220916,2858245,62544,12,"HYATT CORPORATION","PARKING GARAGE EAST/WEST","151 E WACKER DR  GARAG",CHICAGO,IL,60601,42,44,42-44,1,1003,"Commercial Garage",725,"Provide Parking Spaces For a Fee - Available and Advertised to the Public",1944,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2663845-20210716,2790879,458314,1,"BOUTIQUE ENVIE LLC","BOUTIQUE ENVIE","215 E 47TH ST",CHICAGO,IL,60653,3,NULL,3-,NULL,1010,"Limited Business License",911,"Retail Sales of Clothing / Accessories / Shoes",2663845,RENEW,NULL,05/15/2021,05/10/2022,N,07/16/2021,07/15/2023,05/10/2022,05/11/2022,AAI,NULL,56,41.809210635,-87.620490495,"(41.809210635453205, -87.62049049493147)","2022-10-06 12:53:44",test,NULL,"2022-05-10 00:00:00","2021-07-16 00:00:00","2023-07-15 00:00:00","2022-05-11 00:00:00",NULL
2594594-20200516,2723045,426783,1,"HALLE LEONARD","HALLE LEONARD","[REDACTED FOR PRIVACY]",CHICAGO,IL,60614,43,29,43-29,18,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2594594,RENEW,NULL,03/15/2020,05/05/2020,N,05/16/2020,05/15/2021,05/05/2020,05/06/2020,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2020-05-05 00:00:00","2020-05-16 00:00:00","2021-05-15 00:00:00","2020-05-06 00:00:00",NULL
1968628-20220616,2841683,10726,3,"GRAHAM ENTERPRISE INC","Chicago BP@Irving (GEI-152)","841 W IRVING PARK RD",CHICAGO,IL,60613,46,10,46-10,19,1275,"Filling Station",666,"Operation of a Fuel Filling Station",1968628,RENEW,NULL,04/15/2022,05/10/2022,N,06/16/2022,06/15/2024,05/10/2022,05/11/2022,AAI,NULL,18,41.954425019,-87.651324017,"(41.95442501861227, -87.65132401707042)","2022-10-06 12:53:44",test,NULL,"2022-05-10 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-11 00:00:00",NULL
1334970-20220916,2858266,62544,29,"HYATT CORPORATION","Hyatt Business Center","151 E WACKER DR",CHICAGO,IL,60601,42,44,42-44,1,1010,"Limited Business License",NULL,NULL,1334970,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2846265-20220511,2846265,485729,1,"NIA JOELLA SMALLS","NIA JOELLA SMALLS","1824 S NORMAL AVE  1",CHICAGO,IL,60616,25,14,25-14,12,4406,"Peddler License",819,"Street Performer, Moving Along the Public Way",2846265,ISSUE,05/11/2022,05/11/2022,05/11/2022,N,05/11/2022,05/15/2024,NULL,05/11/2022,AAI,NULL,NULL,41.856870562,-87.64008662,"(41.856870561689185, -87.6400866203433)","2022-10-06 12:53:44",test,"2022-05-11 00:00:00","2022-05-11 00:00:00","2022-05-11 00:00:00","2024-05-15 00:00:00","2022-05-11 00:00:00",NULL
1899783-20170316,2509391,330192,1,"ELIAS A. KANELLOPOULOS","RITZ CLEANERS","200 E DELAWARE PL 1",CHICAGO,IL,60611,2,13,2-13,18,1010,"Limited Business License",648,"Dry Cleaning - Drop Off Location",1899783,RENEW,NULL,01/15/2017,03/07/2017,N,03/16/2017,03/15/2019,03/07/2017,03/08/2017,AAI,NULL,NULL,41.899354739,-87.621791302,"(41.89935473944382, -87.621791301926)","2022-10-06 12:53:44",test,NULL,"2017-03-07 00:00:00","2017-03-16 00:00:00","2019-03-15 00:00:00","2017-03-08 00:00:00",NULL
41386-20220916,2858198,55248,1,"TRANSAGRA INTERNATIONAL INC.","TRANSAGRA INT'L INC","155 N MICHIGAN AVE  720",CHICAGO,IL,60601,42,44,42-44,1,1010,"Limited Business License",NULL,NULL,41386,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.884636249,-87.624313887,"(41.88463624920333, -87.62431388722874)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2212246-20200816,2735504,334772,2,"MIGUEL ANGEL DUARTE-SOLIS","MIGUEL ANGEL DUARTE-SOLIS","5015 S DAMEN AVE 1ST",CHICAGO,IL,60609,15,15,15-15,9,4406,"Peddler License",770,"Peddler (Over 65 Years of Age) - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2212246,RENEW,NULL,06/15/2020,08/17/2020,N,08/16/2020,08/15/2022,NULL,08/17/2020,AAI,NULL,NULL,41.802569456,-87.674395755,"(41.802569455769735, -87.67439575456822)","2022-10-06 12:53:44",test,NULL,"2020-08-17 00:00:00","2020-08-16 00:00:00","2022-08-15 00:00:00","2020-08-17 00:00:00",NULL
2535984-20220616,2844386,417442,1,"KDM OYSTER BAR LLC","Gussie's Handmade Italian","227 W NORTH AVE 1",CHICAGO,IL,60610,27,42,27-42,18,1475,"Consumption on Premises - Incidental Activity",638,"Consumption of Liquor on Premises",2535984,RENEW,NULL,04/15/2022,05/18/2022,N,06/16/2022,06/15/2024,05/18/2022,08/08/2022,AAI,NULL,48,41.911042317,-87.635825584,"(41.91104231688869, -87.63582558404093)","2022-10-06 12:53:44",test,NULL,"2022-05-18 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-08-08 00:00:00",NULL
2206377-20220816,2853311,269745,1,"MIGUEL ANGEL","CERMAK APPLIANCE","3005 W CERMAK RD REAR",CHICAGO,IL,60623,12,22,12-22,10,4404,"Regulated Business License",673,"Home Repair Services",2206377,RENEW,NULL,06/15/2022,08/08/2022,N,08/16/2022,08/15/2024,08/08/2022,08/08/2022,AAI,NULL,NULL,41.851724804,-87.700603471,"(41.85172480372373, -87.7006034709872)","2022-10-06 12:53:44",test,NULL,"2022-08-08 00:00:00","2022-08-16 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
1383016-20220916,2858239,62544,5,"HYATT CORPORATION","REGENCY CATERERS","151 E WACKER DR  L",CHICAGO,IL,60601,42,44,42-44,1,1481,"Caterer's Liquor License",630,"Catering of Liquor To Events",1383016,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2807865-20210830,2807865,478278,1,"DAY & NIGHT GROCERIES INC.","DAY NIGHT","6403 N OAKLEY AVE",CHICAGO,IL,60645,50,NULL,50-,NULL,1006,"Retail Food Establishment","767 | 775","Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods",2807865,ISSUE,08/21/2021,08/21/2021,08/23/2021,N,08/30/2021,09/15/2023,08/27/2021,08/30/2021,AAI,NULL,43,41.997922816,-87.687305564,"(41.99792281606211, -87.68730556397804)","2022-10-06 12:53:44",test,"2021-08-21 00:00:00","2021-08-23 00:00:00","2021-08-30 00:00:00","2023-09-15 00:00:00","2021-08-30 00:00:00",NULL
2608411-20220716,2849554,428675,1,"Stilo Hair Salon","Stilo 3.0","1811 S ASHLAND AVE",CHICAGO,IL,60608,25,NULL,25-,NULL,1010,"Limited Business License",894,"Hair Services",2608411,RENEW,NULL,05/15/2022,08/05/2022,N,07/16/2022,07/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.857435362,-87.66598691,"(41.857435362106585, -87.6659869100588)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-08-08 00:00:00",NULL
1477372-20060109,1477372,245472,2,"ROBERT J. MEDER","Northwest Improvement Co.","1090  TAMARACK   477","MOUNT PROSPECT",IL,60056,NULL,NULL,NULL,NULL,1011,"Home Repair",NULL,NULL,1477372,C_LOC,02/18/2004,01/09/2006,01/09/2006,N,01/09/2006,02/15/2007,01/09/2006,01/09/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,"2004-02-18 00:00:00","2006-01-09 00:00:00","2006-01-09 00:00:00","2007-02-15 00:00:00","2006-01-09 00:00:00",NULL
1618645-20200916,2740798,294172,1,"NU WAVE DIE CUTTING & FINISHING, LTD.","NU WAVE DIE CUTTING & FINISHING, LTD.","2733 W HARRISON ST",CHICAGO,IL,60612,28,33,28-33,11,1009,"Manufacturing Establishments",929,"Miscellaneous Manufacturing",1618645,RENEW,NULL,07/15/2020,07/29/2020,N,09/16/2020,09/15/2022,07/29/2020,09/09/2020,AAC,08/08/2022,NULL,41.873694392,-87.695001661,"(41.87369439209426, -87.69500166091245)","2022-10-06 12:53:44",test,NULL,"2020-07-29 00:00:00","2020-09-16 00:00:00","2022-09-15 00:00:00","2020-09-09 00:00:00","2022-08-08 00:00:00"
1473422-20060216,1669181,270878,1,"O'DONNELL BLDG SERVICES","O'DONNELL BLDG SERVICES","1669  LINDEN","DES PLAINES",IL,60018,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1473422,RENEW,NULL,12/21/2005,01/23/2006,N,02/16/2006,02/15/2007,01/23/2006,01/24/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2006-01-23 00:00:00","2006-02-16 00:00:00","2007-02-15 00:00:00","2006-01-24 00:00:00",NULL
2411636-20220916,2858267,62544,34,"HYATT CORPORATION","MARKET CHICAGO","151 E WACKER DR 1",CHICAGO,IL,60601,42,44,42-44,1,1474,"Package Goods",774,"Retail Sales of Packaged Liquor",2411636,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
1694745-20071116,1857379,64603,5,"LEOPARDO COMPANIES INC.","LEOPARDO COMPANIES INC","1945 W HUBBARD ST  B",CHICAGO,IL,60622,27,27,27-27,12,1010,"Limited Business License",NULL,NULL,1694745,RENEW,NULL,09/21/2007,11/15/2007,N,11/16/2007,09/15/2008,11/15/2007,11/16/2007,AAI,NULL,NULL,41.889627703,-87.67623091,"(41.8896277030332, -87.67623090978807)","2022-10-06 12:53:44",test,NULL,"2007-11-15 00:00:00","2007-11-16 00:00:00","2008-09-15 00:00:00","2007-11-16 00:00:00",NULL
2570065-20211116,2811189,385896,5,"INMOTION ORD, LLC","InMotion Entertainment","10000 W OHARE ST CONCOURSE F TERMINAL 2",CHICAGO,IL,60666,41,NULL,41-,NULL,1010,"Limited Business License","772 | 922","Retail Sales of New Electronics and Accessories | Retail Sales of Cell Phones and Accessories",2570065,RENEW,NULL,09/15/2021,04/18/2022,N,11/16/2021,11/15/2023,04/18/2022,08/08/2022,AAI,NULL,NULL,41.976201139,-87.905309125,"(41.97620113902387, -87.90530912510346)","2022-10-06 12:53:44",test,NULL,"2022-04-18 00:00:00","2021-11-16 00:00:00","2023-11-15 00:00:00","2022-08-08 00:00:00",NULL
1476068-20100916,2044893,64603,4,"LEOPARDO COMPANIES INC.","LEOPARDO COMPANIES INC","333 W WACKER DR 2ND 250",CHICAGO,IL,60606,42,NULL,42-,1,1010,"Limited Business License",NULL,NULL,1476068,RENEW,NULL,07/15/2010,08/19/2010,N,09/16/2010,09/15/2012,08/19/2010,08/20/2010,AAI,NULL,NULL,41.886025413,-87.636297703,"(41.886025412541144, -87.63629770323044)","2022-10-06 12:53:44",test,NULL,"2010-08-19 00:00:00","2010-09-16 00:00:00","2012-09-15 00:00:00","2010-08-20 00:00:00",NULL
2857180-20220808,2857180,218538,97,"LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE","LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE","4505 N LINCOLN AVE  STOREFRONT",CHICAGO,IL,60625,47,42,47-42,19,4409,"Pop-Up Retail User",1027,"Organizer of a 1-5 Day Event w/ Pop-Up Retail Users at a Trade Show, Exhibition or Convention",2857180,ISSUE,07/08/2022,07/08/2022,08/08/2022,N,08/08/2022,08/20/2022,08/08/2022,08/08/2022,AAI,NULL,21,41.963424053,-87.684990788,"(41.963424053299256, -87.68499078804334)","2022-10-06 12:53:44",test,"2022-07-08 00:00:00","2022-08-08 00:00:00","2022-08-08 00:00:00","2022-08-20 00:00:00","2022-08-08 00:00:00",NULL
1985838-20211216,2815088,217453,2,"CHITOWN SPORTS FACILITIES, LLC","CHITOWN SPORTS FACILITIES","2343 S THROOP ST 2",CHICAGO,IL,60608,25,28,25-28,12,1475,"Consumption on Premises - Incidental Activity",638,"Consumption of Liquor on Premises",1985838,RENEW,NULL,10/15/2021,12/13/2021,N,12/16/2021,12/15/2023,12/13/2021,12/13/2021,AAC,08/08/2022,NULL,41.849377228,-87.658477318,"(41.849377228107315, -87.65847731791494)","2022-10-06 12:53:44",test,NULL,"2021-12-13 00:00:00","2021-12-16 00:00:00","2023-12-15 00:00:00","2021-12-13 00:00:00","2022-08-08 00:00:00"
73380-20220816,2852189,22048,2,"MCATEER'S IRISH PUB INCORPORATED","TRINITY PUB CHICAGO","5943 N NORTHWEST HWY",CHICAGO,IL,60631,41,21,41-21,16,1470,Tavern,829,"Tavern - Consumption of Liquor on Premise",73380,RENEW,NULL,06/15/2022,07/25/2022,N,08/16/2022,08/15/2024,07/25/2022,08/08/2022,AAI,NULL,NULL,41.98904253,-87.792979377,"(41.98904252993585, -87.79297937696374)","2022-10-06 12:53:44",test,NULL,"2022-07-25 00:00:00","2022-08-16 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
2205265-20220916,2858247,62544,17,"HYATT CORPORATION","HYATT REGENCY CHICAGO","151 E WACKER DR  LOBBY",CHICAGO,IL,60601,42,44,42-44,1,4404,"Regulated Business License",676,"Hotel - 7 or More Sleeping Rooms",2205265,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
42264-20220916,2858088,34733,1,"TECHNOMIC INC","TECHNOMIC INC","300 S RIVERSIDE PLZ  1600",CHICAGO,IL,60606,42,16,42-16,1,1010,"Limited Business License",703,"Advertising / Marketing / Sales Office",42264,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.877975138,-87.638422171,"(41.87797513796852, -87.63842217104092)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
1918-20220916,2858228,62544,1,"HYATT CORPORATION",BIG,"151 E WACKER DR  SKYWA",CHICAGO,IL,60601,42,44,42-44,1,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",1918,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)","2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
2863356-20220808,2863356,488440,1,"NATHANIEL RICHARDSON","NATHANIEL RICHARDSON","6208 S SEELEY AVE",CHICAGO,IL,60636,16,3,16-3,7,4406,"Peddler License",769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2863356,ISSUE,08/08/2022,08/08/2022,08/08/2022,N,08/08/2022,08/15/2024,NULL,08/08/2022,AAI,NULL,NULL,41.780821374,-87.675302367,"(41.7808213737418, -87.67530236741163)","2022-10-06 12:53:44",test,"2022-08-08 00:00:00","2022-08-08 00:00:00","2022-08-08 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
2549194-20220816,2855138,419421,1,"JOHN BARICH","JOHN BARICH","[REDACTED FOR PRIVACY]","GLEN ELLYN",IL,60137,NULL,NULL,NULL,NULL,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2549194,RENEW,NULL,06/15/2022,08/05/2022,N,08/16/2022,08/15/2023,08/05/2022,08/08/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-08-16 00:00:00","2023-08-15 00:00:00","2022-08-08 00:00:00",NULL
2535983-20220616,2844385,417442,1,"KDM OYSTER BAR LLC","Gussie's Handmade Italian","227 W NORTH AVE 1",CHICAGO,IL,60610,27,42,27-42,18,1006,"Retail Food Establishment",735,"Preparation of Food and Dining on Premise With Seating",2535983,RENEW,NULL,04/15/2022,05/18/2022,N,06/16/2022,06/15/2024,05/18/2022,08/08/2022,AAI,NULL,48,41.911042317,-87.635825584,"(41.91104231688869, -87.63582558404093)","2022-10-06 12:53:44",test,NULL,"2022-05-18 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-08-08 00:00:00",NULL
2708945-20220116,2822134,465392,1,"CHARLES GIPSON INVESTMENT & REAL ESTATE, LLC","CHARLES GIPSON INVESTMENT & REAL ESTATE HEAD QUARTERS","3406 W 79TH ST 1",CHICAGO,IL,60652,18,1,18-1,8,1010,"Limited Business License",602,"Administrative Commercial Office",2708945,RENEW,NULL,11/15/2021,08/08/2022,N,01/16/2022,01/15/2024,08/08/2022,08/08/2022,AAI,NULL,NULL,41.749895097,-87.707597529,"(41.74989509749944, -87.70759752903216)","2022-10-06 12:53:44",test,NULL,"2022-08-08 00:00:00","2022-01-16 00:00:00","2024-01-15 00:00:00","2022-08-08 00:00:00",NULL
6698-20220816,2851634,3669,2,"CHATCHILD SURACHAICHARN","BOOM FRIED RICE","356 S PULASKI RD",CHICAGO,IL,60624,28,59,28-59,11,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",6698,RENEW,NULL,06/15/2022,08/07/2022,N,08/16/2022,08/15/2024,08/07/2022,08/08/2022,AAI,NULL,NULL,41.875375016,-87.725634283,"(41.87537501581776, -87.72563428263534)","2022-10-06 12:53:44",test,NULL,"2022-08-07 00:00:00","2022-08-16 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
2863268-20220808,2863268,373202,8,"ONESTI ENTERTAINMENT CORPORATION","ONESTI ENTERTAINMENT CORPORATION dba ARCADA THEATRE","1300 W TAYLOR ST",CHICAGO,IL,60607,28,10,28-10,12,1476,"Special Event Liquor",996,"Special Event Beer, Wine & Spirits",2863268,ISSUE,08/05/2022,08/05/2022,08/05/2022,N,08/08/2022,08/14/2022,08/05/2022,08/08/2022,AAI,NULL,NULL,41.869487459,-87.659245148,"(41.86948745876939, -87.65924514797914)","2022-10-06 12:53:44",test,"2022-08-05 00:00:00","2022-08-05 00:00:00","2022-08-08 00:00:00","2022-08-14 00:00:00","2022-08-08 00:00:00",NULL
2215639-20220216,2824013,45084,7,"CHICAGO YOUTH CENTERS","REBECCA K. CROWN CHLD. DEV. CT","7601 S PHILLIPS AVE  1",CHICAGO,IL,60649,7,39,7-39,4,1023,"Children's Services Facility License",823,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm",2215639,RENEW,NULL,12/15/2021,03/25/2022,N,02/16/2022,02/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,41.757098777,-87.564978466,"(41.757098777020786, -87.5649784656571)","2022-10-06 12:53:44",test,NULL,"2022-03-25 00:00:00","2022-02-16 00:00:00","2024-02-15 00:00:00","2022-08-08 00:00:00",NULL
1923-20220916,2858233,62544,2,"HYATT CORPORATION","BISTRO 151/BAR AT 151","151 E WACKER DR  PLAZA",CHICAGO,IL,60601,42,44,42-44,1,1471,"Late Hour",785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1923,RENEW,NULL,07/15/2022,08/05/2022,N,09/16/2022,09/15/2024,08/05/2022,08/08/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-08-05 00:00:00","2022-09-16 00:00:00","2024-09-15 00:00:00","2022-08-08 00:00:00",NULL
1476068-20071116,1857378,64603,4,"LEOPARDO COMPANIES INC.","LEOPARDO COMPANIES INC","333 W WACKER DR 2ND 250",CHICAGO,IL,60606,42,NULL,42-,1,1010,"Limited Business License",NULL,NULL,1476068,RENEW,NULL,09/21/2007,11/15/2007,N,11/16/2007,09/15/2008,11/15/2007,11/16/2007,AAI,NULL,NULL,41.886025413,-87.636297703,"(41.886025412541144, -87.63629770323044)","2022-10-06 12:53:44",test,NULL,"2007-11-15 00:00:00","2007-11-16 00:00:00","2008-09-15 00:00:00","2007-11-16 00:00:00",NULL
1694745-20100916,2044894,64603,5,"LEOPARDO COMPANIES INC.","LEOPARDO COMPANIES INC","1945 W HUBBARD ST  B",CHICAGO,IL,60622,27,27,27-27,12,1010,"Limited Business License",NULL,NULL,1694745,RENEW,NULL,07/15/2010,08/19/2010,N,09/16/2010,09/15/2012,08/19/2010,08/20/2010,AAI,NULL,NULL,41.889627703,-87.67623091,"(41.8896277030332, -87.67623090978807)","2022-10-06 12:53:44",test,NULL,"2010-08-19 00:00:00","2010-09-16 00:00:00","2012-09-15 00:00:00","2010-08-20 00:00:00",NULL
1798463-20200416,2714953,257715,2,"RICHARD DECHOW","RICK'S SEWER & DRAINAGE","3614  JOHN ST",MCHENRY,IL,60050,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,1798463,RENEW,NULL,02/15/2020,11/12/2020,N,04/16/2020,04/15/2022,11/12/2020,11/13/2020,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2020-11-12 00:00:00","2020-04-16 00:00:00","2022-04-15 00:00:00","2020-11-13 00:00:00",NULL
2368367-20220816,2853208,261064,2,"TOURANCE SMITH","S & S HOME REPAIR SERVICE","1475 W 77TH ST 2ND",CHICAGO,IL,60620,17,29,17-29,6,4404,"Regulated Business License",674,"Home Repair Services (Home Based Business)",2368367,RENEW,NULL,06/15/2022,08/07/2022,N,08/16/2022,08/15/2024,08/07/2022,08/08/2022,AAI,NULL,NULL,41.753911827,-87.661602814,"(41.75391182736269, -87.66160281418608)","2022-10-06 12:53:44",test,NULL,"2022-08-07 00:00:00","2022-08-16 00:00:00","2024-08-15 00:00:00","2022-08-08 00:00:00",NULL
2179584-20180816,2606015,374703,1,"SAE INSTITUTE OF TECHNOLOGY (CHICAGO) CORP.","SAE INSTITUTE","820 N ORLEANS ST 1ST 125-135",CHICAGO,IL,60610,27,NULL,27-,NULL,1010,"Limited Business License",NULL,NULL,2179584,RENEW,NULL,06/15/2018,06/18/2019,N,08/16/2018,07/15/2021,06/18/2019,06/20/2019,AAI,NULL,NULL,41.897338047,-87.63734543,"(41.897338047455214, -87.63734543001038)","2022-10-06 12:53:44",test,NULL,"2019-06-18 00:00:00","2018-08-16 00:00:00","2021-07-15 00:00:00","2019-06-20 00:00:00",NULL
1963938-20211216,2815089,217453,2,"CHITOWN SPORTS FACILITIES, LLC","CHITOWN SPORTS FACILITIES","2343 S THROOP ST 2",CHICAGO,IL,60608,25,28,25-28,12,1050,"Public Place of Amusement",743,"Provides Onsite Amusement or Entertainment",1963938,RENEW,NULL,10/15/2021,12/13/2021,N,12/16/2021,12/15/2023,12/13/2021,12/13/2021,AAI,NULL,NULL,41.849377228,-87.658477318,"(41.849377228107315, -87.65847731791494)","2022-10-06 12:53:44",test,NULL,"2021-12-13 00:00:00","2021-12-16 00:00:00","2023-12-15 00:00:00","2021-12-13 00:00:00",NULL
